Window_Idx	Start	End	Center	Pred_Label	Prob_Neu	Prob_Hard	Prob_Soft
10203	1149211	1151028	1150117	NEUTRAL	1.0000	0.0000	0.0000
10204	1149312	1151130	1150308	NEUTRAL	1.0000	0.0000	0.0000
10205	1149409	1151214	1150362	NEUTRAL	1.0000	0.0000	0.0000
10206	1149484	1151272	1150426	NEUTRAL	1.0000	0.0000	0.0000
10207	1149574	1151319	1150495	NEUTRAL	0.9984	0.0000	0.0016
10208	1149659	1151373	1150596	NEUTRAL	0.9999	0.0000	0.0001
10209	1149766	1151430	1150674	NEUTRAL	0.9996	0.0000	0.0004
10210	1149853	1151529	1150746	NEUTRAL	0.9997	0.0000	0.0003
10211	1149922	1151640	1150833	NEUTRAL	0.9992	0.0000	0.0008
10212	1150024	1151705	1150938	NEUTRAL	0.9996	0.0000	0.0004
10213	1150117	1151753	1151028	NEUTRAL	0.9997	0.0000	0.0003
10214	1150308	1151807	1151130	NEUTRAL	0.9398	0.0157	0.0446
10215	1150362	1151879	1151214	NEUTRAL	0.9801	0.0034	0.0165
10216	1150426	1151921	1151272	NEUTRAL	0.9502	0.0130	0.0367
10217	1150495	1151996	1151319	NEUTRAL	0.9001	0.0232	0.0766
10218	1150596	1152050	1151373	NEUTRAL	0.8584	0.0104	0.1312
10219	1150674	1152108	1151430	NEUTRAL	0.6608	0.0421	0.2972
10220	1150746	1152167	1151529	NEUTRAL	0.8756	0.0158	0.1087
10221	1150833	1152233	1151640	NEUTRAL	0.5118	0.0493	0.4389
10222	1150938	1152281	1151705	NEUTRAL	0.6833	0.0329	0.2837
10223	1151028	1152338	1151753	NEUTRAL	0.9598	0.0083	0.0319
10224	1151130	1152384	1151807	NEUTRAL	0.8263	0.0366	0.1371
10225	1151214	1152420	1151879	NEUTRAL	0.6747	0.0361	0.2892
10226	1151272	1152479	1151921	NEUTRAL	0.8614	0.0268	0.1118
10227	1151319	1152545	1151996	NEUTRAL	0.9329	0.0142	0.0529
10228	1151373	1152614	1152050	NEUTRAL	0.9059	0.0190	0.0751
10229	1151430	1152701	1152108	NEUTRAL	0.9608	0.0098	0.0294
10230	1151529	1152761	1152167	NEUTRAL	0.9773	0.0055	0.0172
10231	1151640	1152834	1152233	NEUTRAL	0.9538	0.0082	0.0379
10232	1151705	1152906	1152281	NEUTRAL	0.8308	0.0352	0.1340
10233	1151753	1153010	1152338	NEUTRAL	0.9805	0.0024	0.0171
10234	1151807	1153082	1152384	NEUTRAL	0.9674	0.0046	0.0280
10235	1151879	1153145	1152420	NEUTRAL	0.9879	0.0021	0.0101
10236	1151921	1153184	1152479	NEUTRAL	0.9820	0.0034	0.0146
10237	1151996	1153256	1152545	NEUTRAL	0.9916	0.0017	0.0067
10238	1152050	1153658	1152614	NEUTRAL	0.9638	0.0073	0.0289
10239	1152108	1153768	1152701	NEUTRAL	0.9884	0.0014	0.0103
10240	1152167	1153826	1152761	NEUTRAL	0.9909	0.0011	0.0080
10241	1152233	1153886	1152834	NEUTRAL	0.9911	0.0009	0.0080
10242	1152281	1153985	1152906	NEUTRAL	0.9675	0.0049	0.0276
10243	1152338	1154097	1153010	NEUTRAL	0.9740	0.0036	0.0224
10244	1152384	1154173	1153082	NEUTRAL	0.9635	0.0020	0.0345
10245	1152420	1154231	1153145	NEUTRAL	0.9274	0.0046	0.0681
10246	1152479	1154290	1153184	NEUTRAL	0.9639	0.0016	0.0346
10247	1152545	1154408	1153256	NEUTRAL	0.9864	0.0006	0.0130
10248	1152614	1154492	1153658	NEUTRAL	0.9983	0.0001	0.0016
10249	1152701	1154666	1153768	NEUTRAL	0.9983	0.0000	0.0017
10250	1152761	1154756	1153826	NEUTRAL	0.9932	0.0002	0.0066
10251	1152834	1155351	1153886	NEUTRAL	0.9906	0.0006	0.0088
10252	1152906	1155432	1153985	NEUTRAL	0.9975	0.0002	0.0024
10253	1153010	1155498	1154097	NEUTRAL	0.9999	0.0000	0.0001
10254	1153082	1155555	1154173	NEUTRAL	0.9998	0.0000	0.0002
10255	1153145	1155617	1154231	NEUTRAL	0.9927	0.0002	0.0071
10256	1153184	1155699	1154290	NEUTRAL	0.9976	0.0002	0.0021
10257	1153256	1155763	1154408	NEUTRAL	0.9983	0.0000	0.0016
10258	1153658	1155822	1154492	NEUTRAL	0.9999	0.0000	0.0001
10259	1153768	1155903	1154666	NEUTRAL	0.9999	0.0000	0.0001
10260	1153826	1155967	1154756	NEUTRAL	1.0000	0.0000	0.0000
10261	1153886	1156017	1155351	NEUTRAL	0.9999	0.0000	0.0001
10262	1153985	1156083	1155432	NEUTRAL	0.9999	0.0000	0.0001
10263	1154097	1156146	1155498	NEUTRAL	0.9995	0.0000	0.0005
10264	1154173	1156200	1155555	NEUTRAL	1.0000	0.0000	0.0000
10265	1154231	1156263	1155617	NEUTRAL	0.9921	0.0004	0.0075
10266	1154290	1156431	1155699	NEUTRAL	0.9962	0.0001	0.0038
10267	1154408	1156509	1155763	NEUTRAL	0.9948	0.0002	0.0051
10268	1154492	1156593	1155822	NEUTRAL	0.8709	0.0036	0.1255
10269	1154666	1156647	1155903	NEUTRAL	0.9196	0.0120	0.0684
10270	1154756	1156700	1155967	NEUTRAL	0.7451	0.0276	0.2273
10271	1155351	1156737	1156017	SOFT	0.2770	0.0249	0.6981
10272	1155432	1156818	1156083	NEUTRAL	0.8062	0.0081	0.1856
10273	1155498	1156872	1156146	NEUTRAL	0.6211	0.0839	0.2949
10274	1155555	1156968	1156200	NEUTRAL	0.9404	0.0163	0.0433
10275	1155617	1157043	1156263	NEUTRAL	0.8707	0.0217	0.1076
10276	1155699	1157134	1156431	NEUTRAL	0.8209	0.0332	0.1458
10277	1155763	1157238	1156509	NEUTRAL	0.9656	0.0116	0.0228
10278	1155822	1157318	1156593	NEUTRAL	0.9077	0.0239	0.0683
10279	1155903	1157403	1156647	NEUTRAL	0.9471	0.0122	0.0407
10280	1155967	1157481	1156700	NEUTRAL	0.9949	0.0010	0.0040
10281	1156017	1157526	1156737	NEUTRAL	0.9842	0.0036	0.0122
10282	1156083	1157607	1156818	NEUTRAL	0.9971	0.0007	0.0022
10283	1156146	1157653	1156872	NEUTRAL	0.9977	0.0006	0.0017
10284	1156200	1157736	1156968	NEUTRAL	0.9992	0.0000	0.0008
10285	1156263	1157808	1157043	NEUTRAL	0.9968	0.0001	0.0031
10286	1156431	1157889	1157134	NEUTRAL	0.9979	0.0000	0.0020
10287	1156509	1157943	1157238	NEUTRAL	0.9942	0.0001	0.0057
10288	1156593	1158027	1157318	NEUTRAL	0.9996	0.0000	0.0004
10289	1156647	1158096	1157403	NEUTRAL	0.9981	0.0000	0.0019
10290	1156700	1158172	1157481	NEUTRAL	0.9975	0.0000	0.0025
10291	1156737	1158242	1157526	NEUTRAL	0.9998	0.0000	0.0002
10292	1156818	1158320	1157607	NEUTRAL	1.0000	0.0000	0.0000
10293	1156872	1158384	1157653	NEUTRAL	0.9997	0.0000	0.0003
10294	1156968	1158468	1157736	NEUTRAL	1.0000	0.0000	0.0000
10295	1157043	1158542	1157808	NEUTRAL	0.9999	0.0000	0.0001
10296	1157134	1158602	1157889	NEUTRAL	0.9997	0.0000	0.0003
10297	1157238	1158639	1157943	NEUTRAL	0.9994	0.0000	0.0006
10298	1157318	1158688	1158027	NEUTRAL	1.0000	0.0000	0.0000
10299	1157403	1158735	1158096	NEUTRAL	0.9999	0.0000	0.0001
10300	1157481	1158785	1158172	NEUTRAL	0.9999	0.0000	0.0001
10301	1157526	1158839	1158242	NEUTRAL	1.0000	0.0000	0.0000
10302	1157607	1158909	1158320	NEUTRAL	1.0000	0.0000	0.0000
10303	1157653	1158968	1158384	NEUTRAL	1.0000	0.0000	0.0000
10304	1157736	1159325	1158468	NEUTRAL	1.0000	0.0000	0.0000
10305	1157808	1159394	1158542	NEUTRAL	1.0000	0.0000	0.0000
10306	1157889	1159430	1158602	NEUTRAL	1.0000	0.0000	0.0000
10307	1157943	1159477	1158639	NEUTRAL	1.0000	0.0000	0.0000
10308	1158027	1159541	1158688	NEUTRAL	1.0000	0.0000	0.0000
10309	1158096	1159607	1158735	NEUTRAL	1.0000	0.0000	0.0000
10310	1158172	1159658	1158785	NEUTRAL	1.0000	0.0000	0.0000
10311	1158242	1159717	1158839	NEUTRAL	1.0000	0.0000	0.0000
10312	1158320	1159751	1158909	NEUTRAL	1.0000	0.0000	0.0000
10313	1158384	1159802	1158968	NEUTRAL	1.0000	0.0000	0.0000
10314	1158468	1159870	1159325	NEUTRAL	1.0000	0.0000	0.0000
10315	1158542	1159970	1159394	NEUTRAL	0.9999	0.0000	0.0001
10316	1158602	1160057	1159430	NEUTRAL	0.9999	0.0000	0.0000
10317	1158639	1160132	1159477	NEUTRAL	0.9998	0.0000	0.0002
10318	1158688	1160239	1159541	NEUTRAL	0.9997	0.0000	0.0003
10319	1158735	1160402	1159607	NEUTRAL	0.9999	0.0000	0.0001
10320	1158785	1160467	1159658	NEUTRAL	1.0000	0.0000	0.0000
10321	1158839	1160553	1159717	NEUTRAL	1.0000	0.0000	0.0000
10322	1158909	1160627	1159751	NEUTRAL	1.0000	0.0000	0.0000
10323	1158968	1160737	1159802	NEUTRAL	1.0000	0.0000	0.0000
10324	1159325	1160831	1159870	NEUTRAL	0.9813	0.0011	0.0176
10325	1159394	1160884	1159970	NEUTRAL	0.9998	0.0000	0.0002
10326	1159430	1160966	1160057	NEUTRAL	0.9991	0.0000	0.0009
10327	1159477	1161065	1160132	NEUTRAL	0.9997	0.0000	0.0002
10328	1159541	1161149	1160239	NEUTRAL	0.9947	0.0010	0.0043
10329	1159607	1161199	1160402	NEUTRAL	0.9669	0.0034	0.0298
10330	1159658	1161275	1160467	NEUTRAL	0.9734	0.0018	0.0247
10331	1159717	1161632	1160553	NEUTRAL	1.0000	0.0000	0.0000
10332	1159751	1161689	1160627	NEUTRAL	1.0000	0.0000	0.0000
10333	1159802	1161778	1160737	NEUTRAL	1.0000	0.0000	0.0000
10334	1159870	1161833	1160831	NEUTRAL	1.0000	0.0000	0.0000
10335	1159970	1161886	1160884	NEUTRAL	1.0000	0.0000	0.0000
10336	1160057	1161942	1160966	NEUTRAL	1.0000	0.0000	0.0000
10337	1160132	1162052	1161065	NEUTRAL	1.0000	0.0000	0.0000
10338	1160239	1162357	1161149	NEUTRAL	1.0000	0.0000	0.0000
10339	1160402	1162464	1161199	NEUTRAL	1.0000	0.0000	0.0000
10340	1160467	1162554	1161275	NEUTRAL	1.0000	0.0000	0.0000
10341	1160553	1162712	1161632	NEUTRAL	1.0000	0.0000	0.0000
10342	1160627	1162820	1161689	NEUTRAL	1.0000	0.0000	0.0000
10343	1160737	1162926	1161778	NEUTRAL	1.0000	0.0000	0.0000
10344	1160831	1163121	1161833	NEUTRAL	1.0000	0.0000	0.0000
10345	1160884	1163200	1161886	NEUTRAL	1.0000	0.0000	0.0000
10346	1160966	1163308	1161942	NEUTRAL	1.0000	0.0000	0.0000
10347	1161065	1163379	1162052	NEUTRAL	1.0000	0.0000	0.0000
10348	1161149	1163437	1162357	NEUTRAL	1.0000	0.0000	0.0000
10349	1161199	1163509	1162464	NEUTRAL	1.0000	0.0000	0.0000
10350	1161275	1163600	1162554	NEUTRAL	1.0000	0.0000	0.0000
10351	1161632	1163655	1162712	NEUTRAL	1.0000	0.0000	0.0000
10352	1161689	1163756	1162820	NEUTRAL	1.0000	0.0000	0.0000
10353	1161778	1163842	1162926	NEUTRAL	1.0000	0.0000	0.0000
10354	1161833	1163902	1163121	NEUTRAL	1.0000	0.0000	0.0000
10355	1161886	1163983	1163200	NEUTRAL	1.0000	0.0000	0.0000
10356	1161942	1164079	1163308	NEUTRAL	1.0000	0.0000	0.0000
10357	1162052	1164163	1163379	NEUTRAL	1.0000	0.0000	0.0000
10358	1162357	1164226	1163437	NEUTRAL	1.0000	0.0000	0.0000
10359	1162464	1164300	1163509	NEUTRAL	1.0000	0.0000	0.0000
10360	1162554	1164361	1163600	NEUTRAL	1.0000	0.0000	0.0000
10361	1162712	1164470	1163655	NEUTRAL	1.0000	0.0000	0.0000
10362	1162820	1164797	1163756	NEUTRAL	1.0000	0.0000	0.0000
10363	1162926	1164880	1163842	NEUTRAL	1.0000	0.0000	0.0000
10364	1163121	1164950	1163902	NEUTRAL	1.0000	0.0000	0.0000
10365	1163200	1165021	1163983	NEUTRAL	1.0000	0.0000	0.0000
10366	1163308	1165084	1164079	NEUTRAL	1.0000	0.0000	0.0000
10367	1163379	1165168	1164163	NEUTRAL	0.9999	0.0000	0.0001
10368	1163437	1165262	1164226	NEUTRAL	1.0000	0.0000	0.0000
10369	1163509	1165335	1164300	NEUTRAL	1.0000	0.0000	0.0000
10370	1163600	1165402	1164361	NEUTRAL	1.0000	0.0000	0.0000
10371	1163655	1165492	1164470	NEUTRAL	1.0000	0.0000	0.0000
10372	1163756	1165591	1164797	NEUTRAL	1.0000	0.0000	0.0000
10373	1163842	1165642	1164880	NEUTRAL	1.0000	0.0000	0.0000
10374	1163902	1165689	1164950	NEUTRAL	1.0000	0.0000	0.0000
10375	1163983	1165797	1165021	NEUTRAL	1.0000	0.0000	0.0000
10376	1164079	1165861	1165084	NEUTRAL	1.0000	0.0000	0.0000
10377	1164163	1166108	1165168	NEUTRAL	1.0000	0.0000	0.0000
10378	1164226	1166193	1165262	NEUTRAL	1.0000	0.0000	0.0000
10379	1164300	1166273	1165335	NEUTRAL	1.0000	0.0000	0.0000
10380	1164361	1166313	1165402	NEUTRAL	1.0000	0.0000	0.0000
10381	1164470	1166372	1165492	NEUTRAL	1.0000	0.0000	0.0000
10382	1164797	1166432	1165591	NEUTRAL	1.0000	0.0000	0.0000
10383	1164880	1166506	1165642	NEUTRAL	1.0000	0.0000	0.0000
10384	1164950	1166546	1165689	NEUTRAL	1.0000	0.0000	0.0000
10385	1165021	1166627	1165797	NEUTRAL	1.0000	0.0000	0.0000
10386	1165084	1167000	1165861	NEUTRAL	1.0000	0.0000	0.0000
10387	1165168	1167081	1166108	NEUTRAL	1.0000	0.0000	0.0000
10388	1165262	1167136	1166193	NEUTRAL	1.0000	0.0000	0.0000
10389	1165335	1167240	1166273	NEUTRAL	1.0000	0.0000	0.0000
10390	1165402	1167307	1166313	NEUTRAL	1.0000	0.0000	0.0000
10391	1165492	1167372	1166372	NEUTRAL	1.0000	0.0000	0.0000
10392	1165591	1167493	1166432	NEUTRAL	1.0000	0.0000	0.0000
10393	1165642	1167540	1166506	NEUTRAL	1.0000	0.0000	0.0000
10394	1165689	1167600	1166546	NEUTRAL	1.0000	0.0000	0.0000
10395	1165797	1167666	1166627	NEUTRAL	1.0000	0.0000	0.0000
10396	1165861	1167723	1167000	NEUTRAL	1.0000	0.0000	0.0000
10397	1166108	1167801	1167081	NEUTRAL	0.9999	0.0000	0.0001
10398	1166193	1167899	1167136	NEUTRAL	1.0000	0.0000	0.0000
10399	1166273	1167981	1167240	NEUTRAL	0.9999	0.0000	0.0001
10400	1166313	1168014	1167307	NEUTRAL	0.9999	0.0000	0.0001
10401	1166372	1168125	1167372	NEUTRAL	0.9998	0.0000	0.0002
10402	1166432	1168218	1167493	NEUTRAL	0.9998	0.0000	0.0002
10403	1166506	1168285	1167540	NEUTRAL	1.0000	0.0000	0.0000
10404	1166546	1168332	1167600	NEUTRAL	1.0000	0.0000	0.0000
10405	1166627	1168389	1167666	NEUTRAL	1.0000	0.0000	0.0000
10406	1167000	1168451	1167723	NEUTRAL	1.0000	0.0000	0.0000
10407	1167081	1168530	1167801	NEUTRAL	1.0000	0.0000	0.0000
10408	1167136	1168588	1167899	NEUTRAL	1.0000	0.0000	0.0000
10409	1167240	1168650	1167981	NEUTRAL	1.0000	0.0000	0.0000
10410	1167307	1168720	1168014	NEUTRAL	1.0000	0.0000	0.0000
10411	1167372	1168802	1168125	NEUTRAL	1.0000	0.0000	0.0000
10412	1167493	1168902	1168218	NEUTRAL	1.0000	0.0000	0.0000
10413	1167540	1168977	1168285	NEUTRAL	1.0000	0.0000	0.0000
10414	1167600	1169055	1168332	NEUTRAL	1.0000	0.0000	0.0000
10415	1167666	1169165	1168389	NEUTRAL	1.0000	0.0000	0.0000
10416	1167723	1169223	1168451	NEUTRAL	1.0000	0.0000	0.0000
10417	1167801	1169277	1168530	NEUTRAL	1.0000	0.0000	0.0000
10418	1167899	1169329	1168588	NEUTRAL	1.0000	0.0000	0.0000
10419	1167981	1169463	1168650	NEUTRAL	1.0000	0.0000	0.0000
10420	1168014	1169523	1168720	NEUTRAL	1.0000	0.0000	0.0000
10421	1168125	1169557	1168802	NEUTRAL	1.0000	0.0000	0.0000
10422	1168218	1169625	1168902	NEUTRAL	1.0000	0.0000	0.0000
10423	1168285	1169717	1168977	NEUTRAL	1.0000	0.0000	0.0000
10424	1168332	1169763	1169055	NEUTRAL	1.0000	0.0000	0.0000
10425	1168389	1169824	1169165	NEUTRAL	0.9995	0.0000	0.0005
10426	1168451	1169887	1169223	NEUTRAL	0.9999	0.0000	0.0001
10427	1168530	1169928	1169277	NEUTRAL	0.9959	0.0002	0.0040
10428	1168588	1170014	1169329	NEUTRAL	0.9997	0.0000	0.0003
10429	1168650	1170123	1169463	NEUTRAL	0.9987	0.0001	0.0012
10430	1168720	1170180	1169523	NEUTRAL	0.9999	0.0000	0.0001
10431	1168802	1170235	1169557	NEUTRAL	0.9993	0.0000	0.0007
10432	1168902	1170303	1169625	NEUTRAL	0.9838	0.0018	0.0145
10433	1168977	1170360	1169717	NEUTRAL	0.8901	0.0296	0.0803
10434	1169055	1170433	1169763	SOFT	0.3691	0.0594	0.5715
10435	1169165	1170474	1169824	SOFT	0.2443	0.0403	0.7153
10436	1169223	1170558	1169887	NEUTRAL	0.8723	0.0365	0.0912
10437	1169277	1170594	1169928	NEUTRAL	0.9800	0.0052	0.0148
10438	1169329	1170693	1170014	NEUTRAL	0.9996	0.0000	0.0004
10439	1169463	1170744	1170123	NEUTRAL	0.9958	0.0007	0.0034
10440	1169523	1170879	1170180	NEUTRAL	0.9903	0.0014	0.0082
10441	1169557	1170931	1170235	NEUTRAL	0.9913	0.0017	0.0071
10442	1169625	1171047	1170303	NEUTRAL	0.9995	0.0000	0.0005
10443	1169717	1171125	1170360	NEUTRAL	0.9997	0.0000	0.0003
10444	1169763	1171206	1170433	NEUTRAL	0.9998	0.0000	0.0002
10445	1169824	1171302	1170474	NEUTRAL	0.9999	0.0000	0.0001
10446	1169887	1171355	1170558	NEUTRAL	1.0000	0.0000	0.0000
10447	1169928	1171440	1170594	NEUTRAL	1.0000	0.0000	0.0000
10448	1170014	1171492	1170693	NEUTRAL	0.9999	0.0000	0.0001
10449	1170123	1171581	1170744	NEUTRAL	0.9992	0.0002	0.0006
10450	1170180	1171763	1170879	NEUTRAL	0.9977	0.0002	0.0021
10451	1170235	1171838	1170931	NEUTRAL	1.0000	0.0000	0.0000
10452	1170303	1171901	1171047	NEUTRAL	0.9999	0.0000	0.0001
10453	1170360	1171982	1171125	NEUTRAL	1.0000	0.0000	0.0000
10454	1170433	1172075	1171206	NEUTRAL	1.0000	0.0000	0.0000
10455	1170474	1172174	1171302	NEUTRAL	1.0000	0.0000	0.0000
10456	1170558	1172276	1171355	NEUTRAL	1.0000	0.0000	0.0000
10457	1170594	1172345	1171440	NEUTRAL	1.0000	0.0000	0.0000
10458	1170693	1172421	1171492	NEUTRAL	1.0000	0.0000	0.0000
10459	1170744	1172531	1171581	NEUTRAL	0.9999	0.0000	0.0001
10460	1170879	1172639	1171763	NEUTRAL	0.9980	0.0001	0.0019
10461	1170931	1172794	1171838	NEUTRAL	0.9665	0.0001	0.0334
10462	1171047	1172902	1171901	NEUTRAL	0.9971	0.0006	0.0023
10463	1171125	1172965	1171982	NEUTRAL	0.9997	0.0000	0.0003
10464	1171206	1173013	1172075	NEUTRAL	0.9938	0.0004	0.0058
10465	1171302	1173082	1172174	NEUTRAL	0.9962	0.0005	0.0033
10466	1171355	1173172	1172276	NEUTRAL	0.9856	0.0008	0.0137
10467	1171440	1173268	1172345	NEUTRAL	0.9985	0.0001	0.0014
10468	1171492	1173324	1172421	NEUTRAL	0.9861	0.0011	0.0129
10469	1171581	1173385	1172531	NEUTRAL	0.9999	0.0000	0.0001
10470	1171763	1173463	1172639	NEUTRAL	0.9996	0.0000	0.0004
10471	1171838	1173538	1172794	NEUTRAL	0.9995	0.0000	0.0005
10472	1171901	1173586	1172902	NEUTRAL	0.9981	0.0001	0.0017
10473	1171982	1173611	1172965	NEUTRAL	0.9984	0.0001	0.0015
10474	1172075	1173663	1173013	NEUTRAL	0.9991	0.0001	0.0008
10475	1172174	1173696	1173082	NEUTRAL	0.9995	0.0000	0.0004
10476	1172276	1173746	1173172	NEUTRAL	0.9999	0.0000	0.0001
10477	1172345	1173794	1173268	NEUTRAL	0.9991	0.0001	0.0009
10478	1172421	1173829	1173324	NEUTRAL	0.9997	0.0000	0.0002
10479	1172531	1173855	1173385	NEUTRAL	0.9999	0.0000	0.0001
10480	1172639	1173887	1173463	NEUTRAL	0.9979	0.0001	0.0019
10481	1172794	1173935	1173538	NEUTRAL	0.9993	0.0000	0.0007
10482	1172902	1173973	1173586	NEUTRAL	0.9963	0.0003	0.0034
10483	1172965	1174046	1173611	NEUTRAL	1.0000	0.0000	0.0000
10484	1173013	1174070	1173663	NEUTRAL	1.0000	0.0000	0.0000
10485	1173082	1174117	1173696	NEUTRAL	1.0000	0.0000	0.0000
10486	1173172	1174156	1173746	NEUTRAL	1.0000	0.0000	0.0000
10487	1173268	1174208	1173794	NEUTRAL	1.0000	0.0000	0.0000
10488	1173324	1174246	1173829	NEUTRAL	1.0000	0.0000	0.0000
10489	1173385	1174327	1173855	NEUTRAL	1.0000	0.0000	0.0000
10490	1173463	1174724	1173887	NEUTRAL	1.0000	0.0000	0.0000
10491	1173538	1174835	1173935	NEUTRAL	1.0000	0.0000	0.0000
10492	1173586	1174886	1173973	NEUTRAL	1.0000	0.0000	0.0000
10493	1173611	1174958	1174046	NEUTRAL	1.0000	0.0000	0.0000
10494	1173663	1175052	1174070	NEUTRAL	1.0000	0.0000	0.0000
10495	1173696	1175153	1174117	NEUTRAL	1.0000	0.0000	0.0000
10496	1173746	1175213	1174156	NEUTRAL	1.0000	0.0000	0.0000
10497	1173794	1175259	1174208	NEUTRAL	1.0000	0.0000	0.0000
10498	1173829	1175602	1174246	NEUTRAL	1.0000	0.0000	0.0000
10499	1173855	1175683	1174327	NEUTRAL	1.0000	0.0000	0.0000
10500	1173887	1175752	1174724	NEUTRAL	1.0000	0.0000	0.0000
10501	1173935	1175857	1174835	NEUTRAL	1.0000	0.0000	0.0000
10502	1173973	1175962	1174886	NEUTRAL	1.0000	0.0000	0.0000
10503	1174046	1176067	1174958	NEUTRAL	1.0000	0.0000	0.0000
10504	1174070	1176376	1175052	NEUTRAL	1.0000	0.0000	0.0000
10505	1174117	1176475	1175153	NEUTRAL	1.0000	0.0000	0.0000
10506	1174156	1176577	1175213	NEUTRAL	1.0000	0.0000	0.0000
10507	1174208	1176685	1175259	NEUTRAL	1.0000	0.0000	0.0000
10508	1174246	1176736	1175602	NEUTRAL	1.0000	0.0000	0.0000
10509	1174327	1176886	1175683	NEUTRAL	1.0000	0.0000	0.0000
10510	1174724	1177036	1175752	NEUTRAL	1.0000	0.0000	0.0000
10511	1174835	1177133	1175857	NEUTRAL	1.0000	0.0000	0.0000
10512	1174886	1177248	1175962	NEUTRAL	0.9999	0.0000	0.0001
10513	1174958	1177321	1176067	NEUTRAL	1.0000	0.0000	0.0000
10514	1175052	1177378	1176376	NEUTRAL	1.0000	0.0000	0.0000
10515	1175153	1177459	1176475	NEUTRAL	0.9999	0.0000	0.0001
10516	1175213	1177507	1176577	NEUTRAL	0.9999	0.0000	0.0001
10517	1175259	1177621	1176685	NEUTRAL	0.9998	0.0000	0.0002
10518	1175602	1177747	1176736	NEUTRAL	0.9999	0.0000	0.0001
10519	1175683	1177925	1176886	NEUTRAL	0.9996	0.0000	0.0004
10520	1175752	1178093	1177036	NEUTRAL	0.9995	0.0000	0.0005
10521	1175857	1178158	1177133	NEUTRAL	1.0000	0.0000	0.0000
10522	1175962	1178234	1177248	NEUTRAL	1.0000	0.0000	0.0000
10523	1176067	1178315	1177321	NEUTRAL	1.0000	0.0000	0.0000
10524	1176376	1178379	1177378	NEUTRAL	1.0000	0.0000	0.0000
10525	1176475	1178434	1177459	NEUTRAL	1.0000	0.0000	0.0000
10526	1176577	1178485	1177507	NEUTRAL	1.0000	0.0000	0.0000
10527	1176685	1178552	1177621	NEUTRAL	1.0000	0.0000	0.0000
10528	1176736	1178609	1177747	NEUTRAL	0.9999	0.0000	0.0001
10529	1176886	1178687	1177925	NEUTRAL	0.9999	0.0000	0.0001
10530	1177036	1178778	1178093	NEUTRAL	0.9999	0.0000	0.0001
10531	1177133	1178855	1178158	NEUTRAL	1.0000	0.0000	0.0000
10532	1177248	1178988	1178234	NEUTRAL	0.9999	0.0000	0.0001
10533	1177321	1179061	1178315	NEUTRAL	1.0000	0.0000	0.0000
10534	1177378	1179129	1178379	NEUTRAL	1.0000	0.0000	0.0000
10535	1177459	1179231	1178434	NEUTRAL	0.9999	0.0000	0.0001
10536	1177507	1179336	1178485	NEUTRAL	0.9993	0.0000	0.0006
10537	1177621	1179441	1178552	NEUTRAL	0.9999	0.0000	0.0001
10538	1177747	1179516	1178609	NEUTRAL	0.9996	0.0000	0.0004
10539	1177925	1179567	1178687	NEUTRAL	1.0000	0.0000	0.0000
10540	1178093	1179651	1178778	NEUTRAL	1.0000	0.0000	0.0000
10541	1178158	1179723	1178855	NEUTRAL	1.0000	0.0000	0.0000
10542	1178234	1179786	1178988	NEUTRAL	1.0000	0.0000	0.0000
10543	1178315	1179870	1179061	NEUTRAL	0.9996	0.0000	0.0004
10544	1178379	1179981	1179129	NEUTRAL	0.9996	0.0000	0.0003
10545	1178434	1180063	1179231	NEUTRAL	0.9995	0.0000	0.0005
10546	1178485	1180226	1179336	NEUTRAL	0.9993	0.0000	0.0007
10547	1178552	1180269	1179441	NEUTRAL	0.9986	0.0001	0.0013
10548	1178609	1180389	1179516	NEUTRAL	0.9993	0.0000	0.0007
10549	1178687	1180486	1179567	NEUTRAL	0.9999	0.0000	0.0001
10550	1178778	1180578	1179651	NEUTRAL	0.9997	0.0000	0.0003
10551	1178855	1180647	1179723	NEUTRAL	1.0000	0.0000	0.0000
10552	1178988	1180713	1179786	NEUTRAL	0.9997	0.0000	0.0002
10553	1179061	1180824	1179870	NEUTRAL	0.9998	0.0000	0.0002
10554	1179129	1180893	1179981	NEUTRAL	0.9999	0.0000	0.0001
10555	1179231	1180952	1180063	NEUTRAL	0.9998	0.0000	0.0002
10556	1179336	1181040	1180226	NEUTRAL	0.9999	0.0000	0.0001
10557	1179441	1181112	1180269	NEUTRAL	1.0000	0.0000	0.0000
10558	1179516	1181167	1180389	NEUTRAL	0.9999	0.0000	0.0001
10559	1179567	1181226	1180486	NEUTRAL	1.0000	0.0000	0.0000
10560	1179651	1181313	1180578	NEUTRAL	0.9999	0.0000	0.0001
10561	1179723	1181397	1180647	NEUTRAL	0.9997	0.0000	0.0003
10562	1179786	1181475	1180713	NEUTRAL	0.9999	0.0000	0.0001
10563	1179870	1181577	1180824	NEUTRAL	1.0000	0.0000	0.0000
10564	1179981	1181667	1180893	NEUTRAL	1.0000	0.0000	0.0000
10565	1180063	1181765	1180952	NEUTRAL	1.0000	0.0000	0.0000
10566	1180226	1181838	1181040	NEUTRAL	0.9998	0.0000	0.0002
10567	1180269	1181963	1181112	NEUTRAL	1.0000	0.0000	0.0000
10568	1180389	1182060	1181167	NEUTRAL	1.0000	0.0000	0.0000
10569	1180486	1182460	1181226	NEUTRAL	1.0000	0.0000	0.0000
